,dataset,filename,actor,emotion,length,gender,set
63,RAVDESS,clean/RAVDESS\Actor_02\03-01-03-02-02-02-02.wav,02,happy,1.9398185941043085,female,test
64,RAVDESS,clean/RAVDESS\Actor_02\03-01-04-01-01-01-02.wav,02,sad,1.818140589569161,female,train
65,RAVDESS,clean/RAVDESS\Actor_02\03-01-04-01-01-02-02.wav,02,sad,1.8037641723356008,female,test
66,RAVDESS,clean/RAVDESS\Actor_02\03-01-04-01-02-01-02.wav,02,sad,1.7671201814058957,female,train
67,RAVDESS,clean/RAVDESS\Actor_02\03-01-04-01-02-02-02.wav,02,sad,1.8136054421768708,female,train
68,RAVDESS,clean/RAVDESS\Actor_02\03-01-04-02-01-01-02.wav,02,sad,1.6876643990929705,female,train
69,RAVDESS,clean/RAVDESS\Actor_02\03-01-04-02-01-02-02.wav,02,sad,1.8150566893424036,female,train
70,RAVDESS,clean/RAVDESS\Actor_02\03-01-04-02-02-01-02.wav,02,sad,1.7271655328798186,female,test
71,RAVDESS,clean/RAVDESS\Actor_02\03-01-04-02-02-02-02.wav,02,sad,1.697687074829932,female,train
72,RAVDESS,clean/RAVDESS\Actor_02\03-01-05-01-01-01-02.wav,02,angry,1.7180952380952381,female,train
73,RAVDESS,clean/RAVDESS\Actor_02\03-01-05-01-01-02-02.wav,02,angry,1.9541950113378685,female,train
74,RAVDESS,clean/RAVDESS\Actor_02\03-01-05-01-02-01-02.wav,02,angry,1.838639455782313,female,train
75,RAVDESS,clean/RAVDESS\Actor_02\03-01-05-01-02-02-02.wav,02,angry,1.9003174603174604,female,train
76,RAVDESS,clean/RAVDESS\Actor_02\03-01-05-02-01-01-02.wav,02,angry,1.9505668934240363,female,test
77,RAVDESS,clean/RAVDESS\Actor_02\03-01-05-02-01-02-02.wav,02,angry,2.0084807256235826,female,train
78,RAVDESS,clean/RAVDESS\Actor_02\03-01-05-02-02-01-02.wav,02,angry,2.0142403628117913,female,test
79,RAVDESS,clean/RAVDESS\Actor_02\03-01-05-02-02-02-02.wav,02,angry,2.0621768707482993,female,train
80,RAVDESS,clean/RAVDESS\Actor_02\03-01-06-01-01-01-02.wav,02,fearful,1.7388662131519275,female,train
81,RAVDESS,clean/RAVDESS\Actor_02\03-01-06-01-01-02-02.wav,02,fearful,1.7760090702947846,female,test
82,RAVDESS,clean/RAVDESS\Actor_02\03-01-06-01-02-01-02.wav,02,fearful,1.759047619047619,female,train
83,RAVDESS,clean/RAVDESS\Actor_02\03-01-06-01-02-02-02.wav,02,fearful,1.7756916099773243,female,train
84,RAVDESS,clean/RAVDESS\Actor_02\03-01-06-02-01-01-02.wav,02,fearful,2.0594557823129254,female,train
85,RAVDESS,clean/RAVDESS\Actor_02\03-01-06-02-01-02-02.wav,02,fearful,1.8453061224489795,female,train
86,RAVDESS,clean/RAVDESS\Actor_02\03-01-06-02-02-01-02.wav,02,fearful,1.787845804988662,female,test
87,RAVDESS,clean/RAVDESS\Actor_02\03-01-06-02-02-02-02.wav,02,fearful,2.1518820861678005,female,train
88,RAVDESS,clean/RAVDESS\Actor_02\03-01-07-01-01-01-02.wav,02,disgusted,1.7419954648526077,female,train
89,RAVDESS,clean/RAVDESS\Actor_02\03-01-07-01-01-02-02.wav,02,disgusted,1.6542403628117914,female,train
90,RAVDESS,clean/RAVDESS\Actor_02\03-01-07-01-02-01-02.wav,02,disgusted,1.9219501133786847,female,train
91,RAVDESS,clean/RAVDESS\Actor_02\03-01-07-01-02-02-02.wav,02,disgusted,1.8630385487528345,female,train
92,RAVDESS,clean/RAVDESS\Actor_02\03-01-07-02-01-01-02.wav,02,disgusted,2.193560090702948,female,train
93,RAVDESS,clean/RAVDESS\Actor_02\03-01-07-02-01-02-02.wav,02,disgusted,2.2345578231292516,female,train
94,RAVDESS,clean/RAVDESS\Actor_02\03-01-07-02-02-01-02.wav,02,disgusted,2.114875283446712,female,train
95,RAVDESS,clean/RAVDESS\Actor_02\03-01-07-02-02-02-02.wav,02,disgusted,2.1462131519274377,female,train
96,RAVDESS,clean/RAVDESS\Actor_02\03-01-08-01-01-01-02.wav,02,surprised,1.528344671201814,female,test
97,RAVDESS,clean/RAVDESS\Actor_02\03-01-08-01-01-02-02.wav,02,surprised,1.589795918367347,female,train
98,RAVDESS,clean/RAVDESS\Actor_02\03-01-08-01-02-01-02.wav,02,surprised,1.6183219954648527,female,train
99,RAVDESS,clean/RAVDESS\Actor_02\03-01-08-01-02-02-02.wav,02,surprised,1.5621315192743763,female,train
100,RAVDESS,clean/RAVDESS\Actor_02\03-01-08-02-01-01-02.wav,02,surprised,1.925532879818594,female,train
101,RAVDESS,clean/RAVDESS\Actor_02\03-01-08-02-01-02-02.wav,02,surprised,1.9139682539682539,female,test
102,RAVDESS,clean/RAVDESS\Actor_02\03-01-08-02-02-01-02.wav,02,surprised,1.7708843537414967,female,train
103,RAVDESS,clean/RAVDESS\Actor_02\03-01-08-02-02-02-02.wav,02,surprised,1.9824943310657597,female,train
104,RAVDESS,clean/RAVDESS\Actor_03\03-01-01-01-01-01-03.wav,03,neutral,1.5379138321995465,male,train
105,RAVDESS,clean/RAVDESS\Actor_03\03-01-01-01-01-02-03.wav,03,neutral,1.5848526077097507,male,train
106,RAVDESS,clean/RAVDESS\Actor_03\03-01-01-01-02-01-03.wav,03,neutral,1.6187755102040817,male,train
107,RAVDESS,clean/RAVDESS\Actor_03\03-01-01-01-02-02-03.wav,03,neutral,1.5763718820861679,male,test
108,RAVDESS,clean/RAVDESS\Actor_03\03-01-03-01-01-01-03.wav,03,happy,1.8585034013605441,male,train
109,RAVDESS,clean/RAVDESS\Actor_03\03-01-03-01-01-02-03.wav,03,happy,1.8416326530612246,male,test
110,RAVDESS,clean/RAVDESS\Actor_03\03-01-03-01-02-01-03.wav,03,happy,1.6931519274376416,male,train
111,RAVDESS,clean/RAVDESS\Actor_03\03-01-03-01-02-02-03.wav,03,happy,1.659047619047619,male,train
112,RAVDESS,clean/RAVDESS\Actor_03\03-01-03-02-01-01-03.wav,03,happy,2.940045351473923,male,train
113,RAVDESS,clean/RAVDESS\Actor_03\03-01-03-02-01-02-03.wav,03,happy,3.375328798185941,male,test
114,RAVDESS,clean/RAVDESS\Actor_03\03-01-03-02-02-01-03.wav,03,happy,3.3246258503401362,male,train
115,RAVDESS,clean/RAVDESS\Actor_03\03-01-03-02-02-02-03.wav,03,happy,2.9662585034013604,male,train
116,RAVDESS,clean/RAVDESS\Actor_03\03-01-04-01-01-01-03.wav,03,sad,1.802857142857143,male,train
117,RAVDESS,clean/RAVDESS\Actor_03\03-01-04-01-01-02-03.wav,03,sad,2.0342403628117913,male,train
118,RAVDESS,clean/RAVDESS\Actor_03\03-01-04-01-02-01-03.wav,03,sad,2.413106575963719,male,train
119,RAVDESS,clean/RAVDESS\Actor_03\03-01-04-01-02-02-03.wav,03,sad,2.4156462585034015,male,train
120,RAVDESS,clean/RAVDESS\Actor_03\03-01-04-02-01-01-03.wav,03,sad,2.1653514739229025,male,train
121,RAVDESS,clean/RAVDESS\Actor_03\03-01-04-02-01-02-03.wav,03,sad,2.2546938775510204,male,train
122,RAVDESS,clean/RAVDESS\Actor_03\03-01-04-02-02-01-03.wav,03,sad,2.9518367346938774,male,train
123,RAVDESS,clean/RAVDESS\Actor_03\03-01-04-02-02-02-03.wav,03,sad,2.7500680272108844,male,test
124,RAVDESS,clean/RAVDESS\Actor_03\03-01-05-01-01-01-03.wav,03,angry,2.027528344671202,male,train
125,RAVDESS,clean/RAVDESS\Actor_03\03-01-05-01-01-02-03.wav,03,angry,2.227936507936508,male,train
126,RAVDESS,clean/RAVDESS\Actor_03\03-01-05-01-02-01-03.wav,03,angry,2.055873015873016,male,train
127,RAVDESS,clean/RAVDESS\Actor_03\03-01-05-01-02-02-03.wav,03,angry,2.1262585034013606,male,train
128,RAVDESS,clean/RAVDESS\Actor_03\03-01-05-02-01-01-03.wav,03,angry,3.770566893424036,male,test
129,RAVDESS,clean/RAVDESS\Actor_03\03-01-05-02-01-02-03.wav,03,angry,3.7039909297052156,male,train
130,RAVDESS,clean/RAVDESS\Actor_03\03-01-05-02-02-01-03.wav,03,angry,3.2179138321995464,male,train
131,RAVDESS,clean/RAVDESS\Actor_03\03-01-05-02-02-02-03.wav,03,angry,3.664625850340136,male,train
132,RAVDESS,clean/RAVDESS\Actor_03\03-01-06-01-01-01-03.wav,03,fearful,1.987845804988662,male,train
133,RAVDESS,clean/RAVDESS\Actor_03\03-01-06-01-01-02-03.wav,03,fearful,2.249705215419501,male,train
134,RAVDESS,clean/RAVDESS\Actor_03\03-01-06-01-02-01-03.wav,03,fearful,1.9783219954648525,male,train
135,RAVDESS,clean/RAVDESS\Actor_03\03-01-06-01-02-02-03.wav,03,fearful,1.7867573696145125,male,test
136,RAVDESS,clean/RAVDESS\Actor_03\03-01-06-02-01-01-03.wav,03,fearful,2.9547845804988664,male,train
137,RAVDESS,clean/RAVDESS\Actor_03\03-01-06-02-01-02-03.wav,03,fearful,3.44312925170068,male,train
138,RAVDESS,clean/RAVDESS\Actor_03\03-01-06-02-02-01-03.wav,03,fearful,2.9946031746031747,male,train
139,RAVDESS,clean/RAVDESS\Actor_03\03-01-06-02-02-02-03.wav,03,fearful,3.436780045351474,male,train
140,RAVDESS,clean/RAVDESS\Actor_03\03-01-07-01-01-01-03.wav,03,disgusted,2.3243537414965987,male,test
141,RAVDESS,clean/RAVDESS\Actor_03\03-01-07-01-01-02-03.wav,03,disgusted,1.95265306122449,male,train
142,RAVDESS,clean/RAVDESS\Actor_03\03-01-07-01-02-01-03.wav,03,disgusted,1.7829931972789115,male,train
143,RAVDESS,clean/RAVDESS\Actor_03\03-01-07-01-02-02-03.wav,03,disgusted,2.4604988662131517,male,train
144,RAVDESS,clean/RAVDESS\Actor_03\03-01-07-02-01-01-03.wav,03,disgusted,2.2477097505668935,male,train
145,RAVDESS,clean/RAVDESS\Actor_03\03-01-07-02-01-02-03.wav,03,disgusted,2.738548752834467,male,train
146,RAVDESS,clean/RAVDESS\Actor_03\03-01-07-02-02-01-03.wav,03,disgusted,2.721678004535147,male,train
147,RAVDESS,clean/RAVDESS\Actor_03\03-01-07-02-02-02-03.wav,03,disgusted,2.8378684807256236,male,test
148,RAVDESS,clean/RAVDESS\Actor_03\03-01-08-01-01-01-03.wav,03,surprised,1.5194104308390022,male,train
149,RAVDESS,clean/RAVDESS\Actor_03\03-01-08-01-01-02-03.wav,03,surprised,1.6985487528344672,male,train
150,RAVDESS,clean/RAVDESS\Actor_03\03-01-08-01-02-01-03.wav,03,surprised,1.334421768707483,male,train
151,RAVDESS,clean/RAVDESS\Actor_03\03-01-08-01-02-02-03.wav,03,surprised,1.7475736961451247,male,train
152,RAVDESS,clean/RAVDESS\Actor_03\03-01-08-02-01-01-03.wav,03,surprised,1.5775963718820862,male,train
153,RAVDESS,clean/RAVDESS\Actor_03\03-01-08-02-01-02-03.wav,03,surprised,1.7806802721088435,male,train
154,RAVDESS,clean/RAVDESS\Actor_03\03-01-08-02-02-01-03.wav,03,surprised,1.9621768707482994,male,train
155,RAVDESS,clean/RAVDESS\Actor_03\03-01-08-02-02-02-03.wav,03,surprised,1.3993650793650794,male,test
156,RAVDESS,clean/RAVDESS\Actor_04\03-01-01-01-01-01-04.wav,04,neutral,1.3292517006802722,female,test
157,RAVDESS,clean/RAVDESS\Actor_04\03-01-01-01-01-02-04.wav,04,neutral,1.3717913832199546,female,train
158,RAVDESS,clean/RAVDESS\Actor_04\03-01-01-01-02-01-04.wav,04,neutral,1.267845804988662,female,test
159,RAVDESS,clean/RAVDESS\Actor_04\03-01-01-01-02-02-04.wav,04,neutral,1.2414965986394557,female,train
160,RAVDESS,clean/RAVDESS\Actor_04\03-01-03-01-01-01-04.wav,04,happy,1.5435374149659864,female,train
161,RAVDESS,clean/RAVDESS\Actor_04\03-01-03-01-01-02-04.wav,04,happy,1.5754648526077097,female,train
162,RAVDESS,clean/RAVDESS\Actor_04\03-01-03-01-02-01-04.wav,04,happy,1.573061224489796,female,train
163,RAVDESS,clean/RAVDESS\Actor_04\03-01-03-01-02-02-04.wav,04,happy,1.497687074829932,female,test
164,RAVDESS,clean/RAVDESS\Actor_04\03-01-03-02-01-01-04.wav,04,happy,2.1252607709750566,female,train
165,RAVDESS,clean/RAVDESS\Actor_04\03-01-03-02-01-02-04.wav,04,happy,1.6133333333333333,female,train
166,RAVDESS,clean/RAVDESS\Actor_04\03-01-03-02-02-01-04.wav,04,happy,1.659092970521542,female,train
167,RAVDESS,clean/RAVDESS\Actor_04\03-01-03-02-02-02-04.wav,04,happy,1.957687074829932,female,train
168,RAVDESS,clean/RAVDESS\Actor_04\03-01-04-01-01-01-04.wav,04,sad,1.41437641723356,female,test
169,RAVDESS,clean/RAVDESS\Actor_04\03-01-04-01-01-02-04.wav,04,sad,1.4690702947845804,female,train
170,RAVDESS,clean/RAVDESS\Actor_04\03-01-04-01-02-01-04.wav,04,sad,1.514467120181406,female,test
171,RAVDESS,clean/RAVDESS\Actor_04\03-01-04-01-02-02-04.wav,04,sad,1.5325170068027212,female,train
172,RAVDESS,clean/RAVDESS\Actor_04\03-01-04-02-01-01-04.wav,04,sad,1.7614058956916099,female,train
173,RAVDESS,clean/RAVDESS\Actor_04\03-01-04-02-01-02-04.wav,04,sad,1.8020408163265307,female,train
174,RAVDESS,clean/RAVDESS\Actor_04\03-01-04-02-02-01-04.wav,04,sad,2.061269841269841,female,test
175,RAVDESS,clean/RAVDESS\Actor_04\03-01-04-02-02-02-04.wav,04,sad,2.08281179138322,female,train
176,RAVDESS,clean/RAVDESS\Actor_04\03-01-05-01-01-01-04.wav,04,angry,1.7389115646258504,female,train
177,RAVDESS,clean/RAVDESS\Actor_04\03-01-05-01-01-02-04.wav,04,angry,1.636326530612245,female,train
178,RAVDESS,clean/RAVDESS\Actor_04\03-01-05-01-02-01-04.wav,04,angry,1.5052607709750567,female,train
179,RAVDESS,clean/RAVDESS\Actor_04\03-01-05-01-02-02-04.wav,04,angry,1.7988208616780046,female,train
180,RAVDESS,clean/RAVDESS\Actor_04\03-01-05-02-01-01-04.wav,04,angry,1.9922448979591836,female,train
181,RAVDESS,clean/RAVDESS\Actor_04\03-01-05-02-01-02-04.wav,04,angry,1.9231292517006802,female,train
182,RAVDESS,clean/RAVDESS\Actor_04\03-01-05-02-02-01-04.wav,04,angry,2.026530612244898,female,train
183,RAVDESS,clean/RAVDESS\Actor_04\03-01-05-02-02-02-04.wav,04,angry,1.9300680272108843,female,train
184,RAVDESS,clean/RAVDESS\Actor_04\03-01-06-01-01-01-04.wav,04,fearful,1.379591836734694,female,test
185,RAVDESS,clean/RAVDESS\Actor_04\03-01-06-01-01-02-04.wav,04,fearful,1.570702947845805,female,train
186,RAVDESS,clean/RAVDESS\Actor_04\03-01-06-01-02-01-04.wav,04,fearful,1.5038548752834466,female,train
187,RAVDESS,clean/RAVDESS\Actor_04\03-01-06-01-02-02-04.wav,04,fearful,1.496689342403628,female,train
188,RAVDESS,clean/RAVDESS\Actor_04\03-01-06-02-01-01-04.wav,04,fearful,2.50984126984127,female,train
189,RAVDESS,clean/RAVDESS\Actor_04\03-01-06-02-01-02-04.wav,04,fearful,1.7912925170068028,female,train
190,RAVDESS,clean/RAVDESS\Actor_04\03-01-06-02-02-01-04.wav,04,fearful,1.7570975056689342,female,train
191,RAVDESS,clean/RAVDESS\Actor_04\03-01-06-02-02-02-04.wav,04,fearful,1.74140589569161,female,train
192,RAVDESS,clean/RAVDESS\Actor_04\03-01-07-01-01-01-04.wav,04,disgusted,1.8956462585034013,female,test
193,RAVDESS,clean/RAVDESS\Actor_04\03-01-07-01-01-02-04.wav,04,disgusted,1.8759183673469388,female,train
194,RAVDESS,clean/RAVDESS\Actor_04\03-01-07-01-02-01-04.wav,04,disgusted,1.7905215419501135,female,train
195,RAVDESS,clean/RAVDESS\Actor_04\03-01-07-01-02-02-04.wav,04,disgusted,1.791655328798186,female,train
196,RAVDESS,clean/RAVDESS\Actor_04\03-01-07-02-01-01-04.wav,04,disgusted,2.0304308390022676,female,test
197,RAVDESS,clean/RAVDESS\Actor_04\03-01-07-02-01-02-04.wav,04,disgusted,2.047891156462585,female,train
198,RAVDESS,clean/RAVDESS\Actor_04\03-01-07-02-02-01-04.wav,04,disgusted,1.9156009070294784,female,test
199,RAVDESS,clean/RAVDESS\Actor_04\03-01-07-02-02-02-04.wav,04,disgusted,2.0453968253968253,female,test
200,RAVDESS,clean/RAVDESS\Actor_04\03-01-08-01-01-01-04.wav,04,surprised,1.285578231292517,female,train
201,RAVDESS,clean/RAVDESS\Actor_04\03-01-08-01-01-02-04.wav,04,surprised,1.4200907029478458,female,train
202,RAVDESS,clean/RAVDESS\Actor_04\03-01-08-01-02-01-04.wav,04,surprised,1.7099773242630385,female,train
203,RAVDESS,clean/RAVDESS\Actor_04\03-01-08-01-02-02-04.wav,04,surprised,1.4932879818594105,female,train
204,RAVDESS,clean/RAVDESS\Actor_04\03-01-08-02-01-01-04.wav,04,surprised,1.854013605442177,female,train
205,RAVDESS,clean/RAVDESS\Actor_04\03-01-08-02-01-02-04.wav,04,surprised,1.6207256235827665,female,train
206,RAVDESS,clean/RAVDESS\Actor_04\03-01-08-02-02-01-04.wav,04,surprised,1.557233560090703,female,train
207,RAVDESS,clean/RAVDESS\Actor_04\03-01-08-02-02-02-04.wav,04,surprised,1.7530612244897958,female,train
208,RAVDESS,clean/RAVDESS\Actor_05\03-01-01-01-01-01-05.wav,05,neutral,1.5622222222222222,male,test
209,RAVDESS,clean/RAVDESS\Actor_05\03-01-01-01-01-02-05.wav,05,neutral,1.5975510204081633,male,test
210,RAVDESS,clean/RAVDESS\Actor_05\03-01-01-01-02-01-05.wav,05,neutral,1.3184580498866214,male,test
211,RAVDESS,clean/RAVDESS\Actor_05\03-01-01-01-02-02-05.wav,05,neutral,1.541859410430839,male,train
212,RAVDESS,clean/RAVDESS\Actor_05\03-01-03-01-01-01-05.wav,05,happy,1.993922902494331,male,train
213,RAVDESS,clean/RAVDESS\Actor_05\03-01-03-01-01-02-05.wav,05,happy,1.480045351473923,male,train
214,RAVDESS,clean/RAVDESS\Actor_05\03-01-03-01-02-01-05.wav,05,happy,1.372108843537415,male,train
215,RAVDESS,clean/RAVDESS\Actor_05\03-01-03-01-02-02-05.wav,05,happy,1.9588208616780045,male,train
216,RAVDESS,clean/RAVDESS\Actor_05\03-01-03-02-01-01-05.wav,05,happy,2.277278911564626,male,train
217,RAVDESS,clean/RAVDESS\Actor_05\03-01-03-02-01-02-05.wav,05,happy,2.0742403628117914,male,train
218,RAVDESS,clean/RAVDESS\Actor_05\03-01-03-02-02-01-05.wav,05,happy,1.9691156462585033,male,test
219,RAVDESS,clean/RAVDESS\Actor_05\03-01-03-02-02-02-05.wav,05,happy,1.5894784580498866,male,train
220,RAVDESS,clean/RAVDESS\Actor_05\03-01-04-01-01-01-05.wav,05,sad,1.2421768707482994,male,test
221,RAVDESS,clean/RAVDESS\Actor_05\03-01-04-01-01-02-05.wav,05,sad,1.414875283446712,male,test
222,RAVDESS,clean/RAVDESS\Actor_05\03-01-04-01-02-01-05.wav,05,sad,1.1542403628117914,male,train
223,RAVDESS,clean/RAVDESS\Actor_05\03-01-04-01-02-02-05.wav,05,sad,1.6782766439909298,male,train
224,RAVDESS,clean/RAVDESS\Actor_05\03-01-04-02-01-01-05.wav,05,sad,1.4484353741496598,male,train
225,RAVDESS,clean/RAVDESS\Actor_05\03-01-04-02-01-02-05.wav,05,sad,1.2515192743764172,male,train
226,RAVDESS,clean/RAVDESS\Actor_05\03-01-04-02-02-01-05.wav,05,sad,1.1740136054421768,male,train
227,RAVDESS,clean/RAVDESS\Actor_05\03-01-04-02-02-02-05.wav,05,sad,1.2045351473922903,male,train
228,RAVDESS,clean/RAVDESS\Actor_05\03-01-05-01-01-01-05.wav,05,angry,2.0113378684807257,male,train
229,RAVDESS,clean/RAVDESS\Actor_05\03-01-05-01-01-02-05.wav,05,angry,1.960997732426304,male,train
230,RAVDESS,clean/RAVDESS\Actor_05\03-01-05-01-02-01-05.wav,05,angry,2.3092063492063493,male,train
